NU_CTE_COD	EDAD	CD_ESTADO	CD_POSTAL	CD_SEXO
LFYGPRR8	22	DF	10910	M
Z5FF1JUS	31	EM	52928	F
MDMTDYK0	24	GU	36933	F
67PURKE0	49	PU	72750	F
JK1DDXFC	31	BN	21396	F
YTQSPWV2	42	CH	31700	F
M0UTQT6B	26	SL	78110	F
KPC1LHY1	29	EM	53100	M
056U1X65	42	NA	63203	M
K7T2DE0B	29	EM	53200	M
8J3PXTHD	60	SL	78394	F
GT791NBQ	33	PU	74129	M
10021AX0	70	DF	10100	M
NLXL90X9	38	DF	06890	F
KHMRAKYA	25	CA	24313	F
TK45A10Q	26	SO	83296	M
2D6HRRPZ	79	JA	45907	F
RNP32KSC	27	CS	29040	M
K01P4K80	22	OA	68300	F
0FQACQ57	31	OA	68410	M
1AN08K24	79	SO	83200	F
VXDA2AYZ	30	DF	08300	F
N8T66AEY	27	DF	02150	M
81SJRZB7	40	CU	25290	F
00SPGL4R	31	DF	16800	F
NCVY0J16	35	PU	74735	F
5J11W4LS	38	NL	67170	M
60WA569Z	29	DF	01730	M
2T613182	59	DF	06760	F
9Y6CYQX9	35	DF	14330	M
M0P1DWFB	26	EM	50235	M
G8JTT0HM	74	EM	56530	F
WVQR9Q15	27	QR	77010	M
HHJWA063	28	JA	44700	M
NU12MNES	18	YU	97345	F
70SAEC3T	22	DF	11700	M
SB0K1DXZ	19	EM	55604	?
XRZ6VJSQ	26	MO	62577	M
WPL49M1Q	41	EM	52360	F
DUHG4KNL	43	PU	72370	F
VDHDFR30	42	EM	54140	F
7QBZ3ASM	37	EM	56613	F
EW8BDCYP	18	BN	21395	M
9XNHXGAQ	43	HI	43800	M
NG5PELDS	26	MI	58290	M
7J0GEZF2	40	EM	55070	M
4YL71SCY	23	TA	86127	F
38GY6SVE	43	ZA	98050	F
5P0E3VQB	68	DF	11400	F
Y909APL3	49	TM	87394	M
XQU81S8Y	48	CH	31390	F
3EPKZKPQ	64	CO	28219	F
6A0ACJYN	43	SI	80194	F
P0061MAV	24	SL	78433	M
0UJ1QMGG	59	BN	22123	M
2RT3LEX5	61	CU	25298	F
QF4WYWC7	21	CA	24187	M
580D8XM9	73	VE	91700	M
Q46V3JD3	31	EM	54020	F
82WJD13K	23	GU	37549	M
2VZ3WQVF	47	MI	60000	F
BPWSN3VV	19	EM	55743	M
VYMBZJ2J	69	BN	22810	F
1KSV4XG0	46	DF	02920	F
8XZETT6F	38	GU	37179	M
E0UJ9BBQ	40	CH	32674	M
XP5KUTY0	28	GU	37358	F
JSYH2X0U	33	DF	01080	F
7YEVCT3H	55	DF	07800	F
X4YM6L1N	31	JA	48930	M
8GK77PFH	33	OA	70934	M
JLUH9U3S	23	MI	61940	F
S093M3RD	34	EM	55010	F
T72QFA6T	41	EM	54957	F
QLT8FSFT	20	BN	22795	F
SWD0VCC0	36	AG	20264	F
09ZBRDLL	36	JA	45180	M
S5E7UTR0	45	TM	89440	M
V81HH052	49	GU	37500	F
7WXRHZ5B	43	EM	50260	M
6867URUB	41	VE	91190	F
32FZF5EC	52	SI	80030	F
SSS9HE4P	20	PU	72730	F
3BP1GQBU	46	DF	03630	F
RCCR3ZMN	25	DU	34230	M
10AP1W16	67	DF	14000	M
1G6HYRWS	81	MI	58195	F
4YGYMEFM	32	GU	36720	F
1J0UNQYD	51	EM	52769	F
V1V45K0X	28	JA	45066	F
A6EKWZP4	34	EM	52764	F
6E1ER2JG	79	CU	27210	M
S0FF1KZU	20	SO	83170	F
ZPUMSYND	28	YU	97143	M
BPL09FYF	38	CH	31530	M
1WCGKMH4	65	CH	32538	M
ULNBGPZX	30	DF	13540	M
P5GFP20A	45	DU	34120	F
NETNT9FH	21	EM	50226	M
W02YNRK7	25	EM	54189	F
8J3XAFRZ	26	QR	77725	M
UM223XXE	30	EM	50160	F
8FUN1LEH	31	MO	62577	F
0Q3FNE60	46	DF	14500	M
PPQYEZA7	20	DF	02100	M
R5Q6U0WS	19	PU	72810	F
LLSHP54M	41	EM	52104	M
JV97YSZ7	20	BN	22253	F
0PDZ3AKR	46	GU	38035	M
GV0RSX3T	61	BN	22830	F
C01V04WG	38	EM	54980	F
2Q0S6MT6	72	BN	22420	F
1H00XYH6	37	BN	22200	M
AFN0PNF5	65	DF	16050	F
VCJWJXT6	29	BN	22615	F
478SYYE0	53	TL	90310	F
8NNSL0WN	35	EM	52230	M
J4RZ4DGZ	68	SL	78435	M
P618V5VM	53	DF	09438	M
S110SC18	18	VE	91485	F
CPLFWWET	32	CS	29310	M
6GRFRMFJ	42	GU	37800	F
2Q2VHV41	47	DF	09696	F
0TV063DB	44	QR	77580	M
XEGMBBWC	24	JA	49800	M
DX4DJJJ7	46	SL	78000	F
D83FC20U	34	EM	52918	M
1DT8VQZ8	60	GU	36300	F
UXVHJ746	28	QU	76148	F
E32XUBQV	46	MI	58000	M
NC0D7TDL	45	BN	21137	F
7QRUC82N	22	EM	54020	M
84ERVCY2	51	SO	83240	F
9A9Q5UFW	30	DF	16040	M
NAAF3X1D	63	PU	72540	F
RK07CN41	27	BS	23435	F
PB5XAMYC	25	TM	87340	F
VP12XZ0E	42	CO	28864	M
2RLPSBN0	58	DF	07500	M
YLDWM2GG	21	EM	53370	F
E4BH1R6D	44	PU	72760	F
C400PAWN	47	SO	85160	F
1HMKY390	54	HI	43709	M
U7B5PRMQ	32	SO	85198	M
A9P843FF	35	VE	91947	M
4RN6P8CV	48	EM	53100	M
2GYFKDPB	66	QU	76230	F
RMMM6283	22	CA	24020	F
0KF7XQTS	52	JA	45017	M
0M06ZHZ1	57	TL	90500	F
1047WDRQ	77	DF	03020	F
59W0YEVZ	57	HI	42380	F
NJTF3YAG	20	HI	43380	F
RSER4LGG	19	TA	86280	M
9QZ9BTED	32	JA	44520	F
EVT0ZE57	29	VE	92900	F
X7ZCVZ51	32	TM	88755	M
MTBNS43W	24	EM	57500	M
L260ZZSH	31	BN	21200	F
XZTW10GC	31	CS	29057	F
PYDDAV9C	31	BS	23407	M
37TBXYNL	49	JA	45439	M
TG0W96ZF	27	DF	07130	M
8JW61QQE	41	EM	54190	M
GS0XJST2	58	SO	83240	?
ZM90P9KD	22	BN	22215	F
BTMYJH5A	39	EM	56644	F
T9RYVC66	27	VE	95358	F
XNSMKD06	34	SI	82010	M
ZQUNWF2H	55	CU	27018	F
1TE7G9EV	79	DF	15300	F
84RXWQE0	76	HI	43000	F
B3VZ1VZ8	57	PU	72760	M
JXJPQDL5	31	OA	70390	F
TU9P15HM	35	DF	09720	M
NPFBY3Q1	29	GU	37736	M
YZUHXG8N	21	GU	37358	M
08G88XZJ	32	PU	73760	M
5KTTEB8N	53	CH	31608	M
5N7EDQ0M	44	DF	09089	F
GJPGCYH9	46	DF	16800	F
81PK1N6K	36	NL	66630	M
F4AAZ85T	33	HI	42853	F
NCBS9NJE	25	PU	72760	F
W064J3ZX	39	JA	47472	M
K82WHN10	53	EM	50230	M
SVNAXZ07	26	GO	40300	M
75M0UUC7	50	HI	42000	F
0QYYWNJG	73	JA	45188	M
90GS3SQZ	37	EM	54467	M
6ZT6PXMH	44	SO	83106	M
82TLNXE0	56	CU	25298	M
73ED8DU5	42	MO	62170	M
BVQ8Z6XN	55	BN	21395	F
9P605ZF6	34	CH	32370	F
DUM2B02C	46	BN	21800	M
EXGCD60X	28	PU	72760	F
UQX2GCVD	35	EM	56330	M
LM2YD6Z2	21	PU	72700	F
QH9M7BD4	25	DF	07090	M
KX4TMU00	24	SO	83288	F
HFP2GPX0	28	QU	76140	F
U1XSVE2Z	25	SO	84046	F
8RBR9FV9	42	CH	31615	F
0L3J02RK	62	PU	72810	F
U8Q4P405	51	TA	86690	F
90UM1F83	34	QR	77960	M
TPH5LP82	26	SI	80184	F
18G09736	54	TM	89108	M
J13GQSUG	19	EM	53100	M
K5AKQWTZ	33	AG	20050	F
N8N6GRMG	56	BN	22940	F
0L4TKYSE	48	SL	78209	M
7H19D54F	48	DF	07269	M
BL4DSN3F	28	BS	23472	M
EYRP0TQ5	31	SI	80025	M
ESD32J7X	66	DF	09960	F
F1W8LMLU	44	EM	55885	M
4NSKQJYP	37	CU	25720	F
GJEVPGU9	28	CU	26015	F
XFAKZ83J	59	VE	94274	M
65TLRBDP	44	EM	56576	F
BV0GX4GJ	42	BS	23472	F
6220ZQEB	37	NL	66023	M
07MNZRPJ	29	DF	08400	M
PN1LZYDG	27	NL	67450	M
R5K28QN6	24	GU	37530	M
Z0X31C3B	23	DF	01740	M
1AXKPJ8X	69	EM	56536	M
PCM6809L	22	YU	97230	M
TS0J6GLB	28	MO	62780	F
VMZ7LCWS	28	PU	72400	M
N9E03810	24	EM	54948	M
XLAVM643	33	BN	21600	M
KE4M9XH6	55	QU	76240	F
YRK44E4T	23	NL	67280	F
PMQBUJJB	21	DF	01130	F
NVB3DZ6P	29	DF	11320	F
DU8J81N0	39	TM	89320	F
X2JXU65H	25	VE	94930	M
3J587WG4	44	AG	20287	M
GU9WU3EF	27	CH	31608	M
B0ZVGR0Y	38	SI	82134	M
TB39PPB4	32	DF	07080	M
U3AD04NF	25	GO	40896	F
N4D9MYND	30	DF	07760	F
WAB0EJBD	26	EM	56535	M
PM36ZA80	21	EM	52940	M
A0Y7KELN	35	DF	04600	M
MR0BN238	42	SI	81290	M
SZ805PUB	42	NL	67700	F
DJE04Z10	28	AG	20266	F
PQ0F58M4	26	CH	32575	M
63XEDAM0	47	NL	67250	M
YA7URCPM	60	DF	09310	M
71VEKB90	41	SO	83105	F
V808S0ZS	53	EM	57170	M
0GY3EJM9	29	DF	03020	M
AJ6S0U5E	39	SI	80246	M
CJL004HS	38	PU	72365	M
0N40TQ01	51	CH	32543	M
6L70BF6T	51	DF	05600	M
P068YQTR	20	ZA	99030	F
39EWXQFZ	48	BN	22436	M
9XHMQCVU	23	DF	05349	F
Z4LLYF75	25	DF	03230	F
G0WALHLP	18	MI	60250	M
HDV2J9AD	40	DF	06900	M
N5HD02JG	20	JA	44960	M
UZKC00B5	42	VE	94130	M
QJQLP6UD	26	DF	01260	F
NUGFUGQR	49	HI	42303	F
X594NA55	36	AG	20660	F
QEGTARTG	20	TA	86500	F
72N4E855	58	BN	22205	M
U0W3CDGQ	29	QR	77510	M
ZTFSDW0E	26	JA	45900	M
81FSZWVF	40	PU	75510	M
FMSY84U7	29	JA	44990	M
D2R8YME4	38	PU	73967	M
80ZQQZ53	34	EM	55400	M
JEAUGLJN	44	EM	54416	M
B02FMJQ8	31	JA	44610	F
WV0S7P0M	26	VE	94100	M
0UH2H2QH	46	DF	09500	F
1V4NNPXK	49	DF	11850	M
DEUQAPFR	35	DF	11910	F
FKJJJP8T	69	CU	27060	M
0HXAV3CV	43	ZA	99130	F
AQ8BJF1A	60	JA	47400	M
R4VCN0MG	19	MO	62577	M
65VRSDRR	39	DF	15350	M
5ENA9HV6	41	MI	60440	F
UVRDDA5R	44	VE	91809	M
880W8PWT	40	EM	54744	F
FBNUYP24	48	QU	76269	M
V7YCPFJD	27	DF	09700	F
ECBGXK52	36	CH	32340	F
6RLB15UU	49	CO	28040	F
AAKLB18B	43	GO	40095	F
7R7EUCRW	56	CU	27290	F
2YZVLKV0	63	EM	52176	M
Y70YW9BZ	29	DF	11320	F
DM6PAN97	31	DF	14700	F
PZWC4YWH	34	TA	86400	M
HFP92ZDF	25	EM	55712	M
X1LCK5EG	41	DF	14300	M
0ASH7020	33	CH	31000	M
3ZA107QU	54	PU	72460	F
97TA30UM	34	CO	28800	M
3K84BS11	63	EM	52970	M
00NELVJA	29	PU	72180	M
YJ945067	21	QR	77400	M
B2GC5PGM	39	HI	43000	M
D0S4VWFG	34	GO	39850	F
CSN78GJJ	35	GO	39412	F
8LQJETAH	48	JA	45037	F
9THCGQDU	33	MI	58330	F
REJSU0B2	20	HI	42954	M
EW6S0MU0	31	GU	36112	M
P7XU880X	20	EM	56589	M
T9AKZV6G	33	QR	77560	F
RYDKC5YS	20	NL	64900	F
HXAJVPQV	30	JA	45010	M
05120ULH	34	DF	08770	F
04R2R0PL	41	BS	23455	M
VBJA3FCJ	30	SI	82154	F
90H6S992	38	NL	64750	F
SGMFPT3M	28	BN	22675	M
5E0UV248	68	BN	21378	M
NS7BXE50	23	BN	22235	M
BZM4RZ06	33	CH	31184	F
R2JPFBM1	44	GU	37100	F
CX3FVA7B	43	GO	39981	M
CCFHVW4U	41	DF	13529	M
0M38XD86	67	GU	37150	F
W5LLK6Z3	39	SO	85203	F
VVTR58HK	29	AG	20277	F
JFLHHN81	33	PU	73680	M
5URV3EFU	42	HI	42700	F
EWNHXSJG	33	CH	31125	F
W0PAV73J	30	JA	48325	M
2CZKQRKS	50	DF	14500	F
69AFJZSD	38	EM	55415	F
SBSKLWDA	25	MI	58195	M
3WAFY7TS	46	BS	23920	M
YUVD49VN	30	GU	38037	F
AW1U07D0	35	NL	66058	M
F9346E44	33	DF	15670	F
VFBMQVQZ	63	BN	22454	M
EQ0SW4XL	35	DF	03810	F
DJVCDQPL	33	TA	86017	M
U6SMQXSS	26	CO	28978	F
3JRBENE2	40	NL	66496	M
K5P9KBQ4	38	VE	91037	M
6X52MQH8	45	NL	67174	F
D1FWWQZ2	43	CH	31560	M
3MW0LWB7	70	NL	64610	F
RRGLZAAA	24	NL	66465	M
WSRVNU0T	30	EM	57100	M
ETRZ301A	37	AG	20070	F
22VFG6BS	57	MI	58500	M
D0YKACDZ	33	TA	86099	F
81GLC0SE	48	GO	39715	M
KK7BQ0XV	30	JA	45645	F
8X2E1YT2	33	MI	59701	F
PJM81L1Y	42	JA	45645	F
8VG00N0J	35	HI	43816	F
CAWKTZQX	31	CA	24085	F
AHNMWNP4	59	BN	21850	F
X2D6WKYM	42	BN	21219	F
5BG50TYF	43	SI	81259	F
TWKZ4A13	39	CH	31104	F
4VD690R8	44	CH	31104	M
CE48A2GT	71	TM	89580	M
67S2QN8Y	66	SI	81245	M
KCAZZFV7	27	CH	33600	M
H6D1BN1F	28	VE	93998	M
U0Y5HLX3	28	DF	01110	M
1V0HFQG3	62	PU	72760	M
VFRW9ETQ	20	DF	06600	F
4NLDE36H	43	BN	21478	F
MH458UEP	25	NL	66480	M
GTWA10KA	42	EM	54170	F
9SPB0GLK	46	CO	28979	M
RUQ7Y3TZ	23	AG	20218	F
KCWLXZLC	31	VE	95760	M
CL16V3RR	35	QU	76148	F
W4GTNU27	44	EM	52998	M
BRLQ9UHV	41	MO	62556	F
CPPPEJHN	71	CU	26080	F
PQ054R8E	20	SO	83630	M
1J2WBE09	69	CU	25253	M
1U9A3K8B	71	DF	14420	M
R105DD0Z	34	VE	94100	F
6LCKQL8H	43	QR	77516	F
UYVG79MA	30	CU	25799	M
QH81DEVB	53	EM	54466	F
YMCSB48N	24	NL	66023	F
8R89SVJV	55	CH	31110	F
JAE6PTM5	59	EM	56641	M
N43X2BK0	23	QR	77539	F
G8SAZ24B	39	BN	21395	M
JXNB0YB2	48	JA	44230	M
ANF87U6B	53	QR	77940	F
RFFBUPEK	25	NL	66218	F
VPP5XC59	49	MI	58510	F
6GL2V3GH	45	PU	72150	M
PCYM1H7E	24	CS	30030	F
SVL1RLTC	25	TM	87394	M
YC3BXGZ0	24	SI	80016	F
JVPLBWTK	43	DF	07300	F
CARLHDJV	41	VE	94273	F
0EXQHS9S	27	NL	67541	F
7E6M81X2	49	PU	72309	M
KV8WJ00X	41	MI	58507	F
VDKX0VXN	38	GU	37983	M
FYRMPW6K	25	CH	32576	F
LG1NQVCT	29	EM	54040	F
NWGA8EV0	22	TA	86270	M
SWEK7A7Y	30	TM	88787	?
9JSF872A	56	EM	52978	M
QJUVTKYZ	19	NL	66367	F
LFGX0SY9	27	DF	06200	F
DSXAAVJM	35	BN	21376	F
G44NMJ07	36	CH	31375	F
M3R00KKG	32	CU	25740	M
89TAQU8R	28	JA	45170	F
0ELWYS9T	43	MI	61506	M
3DA6MUX6	58	EM	54190	F
E59GXJ05	37	CU	25015	F
0T702604	58	JA	46785	F
0RVF0DHH	40	JA	48313	M
LSRR0Y3V	34	MI	58880	M
DVU8W4NY	36	BN	22180	F
B5XQ2CNV	73	TM	89430	M
L5QBQZY3	45	VE	92061	F
HUTYHN8E	58	DF	05200	F
GXN26X40	23	EM	54944	M
RFRUED7W	19	SL	78960	M
QVBTVKRN	28	DF	14643	M
SJTG2B24	25	PU	72420	F
M3EDMVGV	25	CO	28985	F
GCEF9XWY	29	PU	74125	M
1MTVSH19	60	QR	77580	F
Q8BU9TGT	39	EM	54025	F
E6T0SMWN	29	EM	55712	M
786Z8BWJ	58	HI	42700	M
T5VM40F9	35	DF	15740	M
E3VVBN6Q	34	SI	81230	M
GA5UV0CX	26	BS	23460	F
DVAFFZ9Q	37	DF	08030	F
KTBW9PKD	69	DF	11000	M
R0VE80T1	40	EM	54940	F
8ZWCDE96	37	DF	07969	F
A0S9LVE9	34	JA	44140	M
WC0HQT81	61	CH	33980	M
VUEZ6V4J	33	SO	83104	F
ZJR0GZ5Z	21	SO	83293	F
X1RQ6SSA	65	SI	80210	M
32M2X0LT	63	SI	82136	F
1J5ES7QX	48	BN	21600	F
TPPMDFVH	28	SI	80128	F
0PCYPV2Z	49	PU	75740	F
1PQU2HTJ	64	DF	07720	M
X4VLM5AU	43	DF	11430	F
F4WFQWVC	89	EM	52976	M
XR5Z8D9W	39	DF	04600	F
1CKR7RC6	69	DF	04500	F
KKUDKAME	25	PU	72750	M
2BUHYV00	58	CH	31000	M
0KRGGSX4	58	DF	03100	F
N2AJB42Y	56	BN	22114	F
QG33ENXM	25	EM	52650	F
ECGKTKHH	28	JA	44490	F
6FYEU7P9	46	GO	39600	F
F745ZZG5	78	JA	45080	F
WRGNCEH9	26	AG	20179	M
J9XZZ9F6	28	NL	66458	F
M1WYKGYN	21	CH	32400	F
YH7ZHX1R	37	QU	76116	F
6U9SR5FC	39	DF	11000	F
HFNUZX69	40	JA	48290	F
0H2WHXXD	44	SO	83690	M
3GPK3D5Y	39	JA	44340	F
4TVHF0V6	48	DF	07979	F
915TC3BP	34	DF	04369	F
LN3YRHBV	30	OA	71720	F
TGD8HUST	26	EM	56530	M
YE0DX9V0	33	HI	42000	M
SPVW6B8C	50	DF	07708	M
SX3QLTRS	32	PU	72700	M
FXGM10C9	23	CO	28010	F
ESBG7RUH	44	MI	58040	M
H2L2AK1Q	25	DF	07509	M
E438D0W3	20	EM	55770	F
398W412Y	47	VE	91090	M
LB4FQMXY	29	PU	72730	F
8A2EEEX7	50	MI	60020	F
V97N2C17	26	EM	54743	M
D8R1QJQ3	35	VE	91720	M
SAS0996B	38	JA	45595	M
W1QPRAU9	24	EM	54416	F
Z8UFSMC8	21	QR	77516	M
19AW7MZL	54	EM	55055	F
DQ9PFPXU	34	BN	22206	M
43CR06JE	40	EM	52785	M
VFEYVX08	48	NL	66260	M
